 dimethylperoxide sigma-profile (sigma [e/nm^2], p(sigma)*At [nm^2])
  -3.00000   0.00000
  -2.90000   0.00000
  -2.80000   0.00000
  -2.70000   0.00000
  -2.60000   0.00000
  -2.50000   0.00000
  -2.40000   0.00000
  -2.30000   0.00000
  -2.20000   0.00000
  -2.10000   0.00000
  -2.00000   0.00000
  -1.90000   0.00000
  -1.80000   0.00000
  -1.70000   0.00000
  -1.60000   0.00000
  -1.50000   0.00000
  -1.40000   0.00000
  -1.30000   0.00000
  -1.20000   0.00000
  -1.10000   0.00000
  -1.00000   0.00002
  -0.90000   0.00654
  -0.80000   0.02506
  -0.70000   0.05387
  -0.60000   0.08315
  -0.50000   0.09204
  -0.40000   0.08776
  -0.30000   0.10062
  -0.20000   0.10996
  -0.10000   0.08648
   0.00000   0.05546
   0.10000   0.03767
   0.20000   0.02662
   0.30000   0.01931
   0.40000   0.01850
   0.50000   0.01761
   0.60000   0.01588
   0.70000   0.01899
   0.80000   0.01988
   0.90000   0.02151
   1.00000   0.02962
   1.10000   0.03628
   1.20000   0.03531
   1.30000   0.02534
   1.40000   0.01208
   1.50000   0.00305
   1.60000   0.00000
   1.70000   0.00000
   1.80000   0.00000
   1.90000   0.00000
   2.00000   0.00000
   2.10000   0.00000
   2.20000   0.00000
   2.30000   0.00000
   2.40000   0.00000
   2.50000   0.00000
   2.60000   0.00000
   2.70000   0.00000
   2.80000   0.00000
   2.90000   0.00000
   3.00000   0.00000
