 2-pentoxyethanol sigma-profile (sigma [e/nm^2], p(sigma)*At [nm^2])
  -3.00000   0.00000
  -2.90000   0.00000
  -2.80000   0.00000
  -2.70000   0.00000
  -2.60000   0.00000
  -2.50000   0.00000
  -2.40000   0.00000
  -2.30000   0.00000
  -2.20000   0.00000
  -2.10000   0.00000
  -2.00000   0.00000
  -1.90000   0.00000
  -1.80000   0.00004
  -1.70000   0.00088
  -1.60000   0.00392
  -1.50000   0.00707
  -1.40000   0.00711
  -1.30000   0.00524
  -1.20000   0.00479
  -1.10000   0.00556
  -1.00000   0.00442
  -0.90000   0.00360
  -0.80000   0.00797
  -0.70000   0.01922
  -0.60000   0.04808
  -0.50000   0.11879
  -0.40000   0.20666
  -0.30000   0.23944
  -0.20000   0.22707
  -0.10000   0.21583
   0.00000   0.18923
   0.10000   0.15134
   0.20000   0.13012
   0.30000   0.10389
   0.40000   0.05956
   0.50000   0.03028
   0.60000   0.02093
   0.70000   0.01507
   0.80000   0.01185
   0.90000   0.01413
   1.00000   0.01798
   1.10000   0.01986
   1.20000   0.01941
   1.30000   0.01692
   1.40000   0.01974
   1.50000   0.02559
   1.60000   0.02512
   1.70000   0.01580
   1.80000   0.00488
   1.90000   0.00039
   2.00000   0.00000
   2.10000   0.00000
   2.20000   0.00000
   2.30000   0.00000
   2.40000   0.00000
   2.50000   0.00000
   2.60000   0.00000
   2.70000   0.00000
   2.80000   0.00000
   2.90000   0.00000
   3.00000   0.00000
