 cis-9-octadecenoicacid sigma-profile (sigma [e/nm^2], p(sigma)*At [nm^2])
  -3.00000   0.00000
  -2.90000   0.00000
  -2.80000   0.00000
  -2.70000   0.00000
  -2.60000   0.00000
  -2.50000   0.00000
  -2.40000   0.00000
  -2.30000   0.00000
  -2.20000   0.00000
  -2.10000   0.00049
  -2.00000   0.00466
  -1.90000   0.01069
  -1.80000   0.01219
  -1.70000   0.01068
  -1.60000   0.00793
  -1.50000   0.00482
  -1.40000   0.00465
  -1.30000   0.00684
  -1.20000   0.00784
  -1.10000   0.00514
  -1.00000   0.00245
  -0.90000   0.00472
  -0.80000   0.01736
  -0.70000   0.03606
  -0.60000   0.05928
  -0.50000   0.13392
  -0.40000   0.29016
  -0.30000   0.42923
  -0.20000   0.47613
  -0.10000   0.48165
   0.00000   0.45255
   0.10000   0.38811
   0.20000   0.33973
   0.30000   0.28048
   0.40000   0.16619
   0.50000   0.06680
   0.60000   0.04000
   0.70000   0.04821
   0.80000   0.04668
   0.90000   0.03823
   1.00000   0.03923
   1.10000   0.04137
   1.20000   0.03847
   1.30000   0.03073
   1.40000   0.02286
   1.50000   0.01557
   1.60000   0.00619
   1.70000   0.00080
   1.80000   0.00000
   1.90000   0.00000
   2.00000   0.00000
   2.10000   0.00000
   2.20000   0.00000
   2.30000   0.00000
   2.40000   0.00000
   2.50000   0.00000
   2.60000   0.00000
   2.70000   0.00000
   2.80000   0.00000
   2.90000   0.00000
   3.00000   0.00000
