 gamma-aminopropyltriethoxysilane sigma-profile (sigma [e/nm^2], p(sigma)*At [nm^2])
  -3.00000   0.00000
  -2.90000   0.00000
  -2.80000   0.00000
  -2.70000   0.00000
  -2.60000   0.00000
  -2.50000   0.00000
  -2.40000   0.00000
  -2.30000   0.00000
  -2.20000   0.00000
  -2.10000   0.00000
  -2.00000   0.00000
  -1.90000   0.00000
  -1.80000   0.00000
  -1.70000   0.00000
  -1.60000   0.00000
  -1.50000   0.00000
  -1.40000   0.00000
  -1.30000   0.00112
  -1.20000   0.00830
  -1.10000   0.01887
  -1.00000   0.02282
  -0.90000   0.02073
  -0.80000   0.01800
  -0.70000   0.03657
  -0.60000   0.11660
  -0.50000   0.24254
  -0.40000   0.31693
  -0.30000   0.31800
  -0.20000   0.30925
  -0.10000   0.27852
   0.00000   0.23104
   0.10000   0.22218
   0.20000   0.19535
   0.30000   0.10542
   0.40000   0.04229
   0.50000   0.03387
   0.60000   0.03025
   0.70000   0.02455
   0.80000   0.02680
   0.90000   0.02841
   1.00000   0.02416
   1.10000   0.02511
   1.20000   0.02816
   1.30000   0.02958
   1.40000   0.03431
   1.50000   0.04000
   1.60000   0.03517
   1.70000   0.01776
   1.80000   0.00623
   1.90000   0.00600
   2.00000   0.00688
   2.10000   0.00579
   2.20000   0.00531
   2.30000   0.00566
   2.40000   0.00455
   2.50000   0.00185
   2.60000   0.00013
   2.70000   0.00000
   2.80000   0.00000
   2.90000   0.00000
   3.00000   0.00000
